uri,cid,author_handle,author_did,indexedAt,createdAt,text,reply_root_uri,reply_parent_uri,is_repost,like_count,repost_count,reply_count,quote_count,news_title,news_description,news_uri,engagement,cluster,cluster_like_count,cluster_reply_count,cluster_quote_count,cluster_repost_count,cluster_size,cluster_engagement_count,cluster_engagement_rank
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lw4fs2ymnd2w,bafyreifudm553nch5hggbys7uzugaxrper5tb7umkgmqdq7ffuzvxna6xa,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-11T08:44:55.810Z,2025-08-11T08:23:02.000000Z,"Mark kreeg zwemmerseczeem op vakantie, hoe komt hij er weer vanaf?

Ik vraag dit voor een vriend: op deze plek behandelen we vragen over je gezondheid die je niet snel aan je eigen arts durft te stellen. Deze week: Mark wil weten hoe hij van zijn zwemmerseczeem afkomt. Moet hij daarvoor naar de...",,,0,1,0,0,0,"Mark kreeg zwemmerseczeem op vakantie, hoe komt hij er weer vanaf?",Ik vraag dit voor een vriend: op deze plek behandelen we vragen over je gezondheid die je niet snel aan je eigen arts durft te stellen. Deze week: Mark wil weten hoe hij van zijn zwemmerseczeem afkomt...,https://www.rtl.nl/lifestyle/artikel/5522394/mark-kreeg-zwemmerseczeem-op-vakantie-hoe-komt-hij-er-weer-vanaf,1.0,1,64,11,6,25,71,106,3
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lvs37jqsme25,bafyreihpbzs2yy66ajd4cqjbod2nwyvnsj6cqk5mkzmjqffemvjzwazfda,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-07T06:08:58.506Z,2025-08-07T05:57:36.000000Z,"Memphis Depay moet zich voor rust laten vervangen tegen aartsrivaal, wedstrijden met Oranje in gevaar?

Memphis Depay is voor rust gewisseld bij zijn club Corinthians tegen aartsrivaal Palmeiras in het Braziliaanse bekertoernooi. De Oranje-international ging vlak voor het einde van de eerste...",,,0,1,0,0,0,"Memphis Depay moet zich voor rust laten vervangen tegen aartsrivaal, wedstrijden met Oranje in gevaar?",Memphis Depay is voor rust gewisseld bij zijn club Corinthians tegen aartsrivaal Palmeiras in het Braziliaanse bekertoernooi. De Oranje-international ging vlak voor het einde van de eerste helft naar ...,https://www.ad.nl/voetbal/memphis-depay-moet-zich-voor-rust-laten-vervangen-tegen-aartsrivaal-wedstrijden-met-oranje-in-gevaar~a90d2598/,1.0,3,54,12,8,11,64,85,4
at://did:plc:kzmukwaf72iwepygposicgt3/app.bsky.feed.post/3lya665svbc2j,bafyreig53p72wt26xeyroigntr3x4alxpbhooej44glu6mwrzuv6fuzelq,news-flows-fr.bsky.social,did:plc:kzmukwaf72iwepygposicgt3,2025-09-07T07:29:33.403Z,2025-09-07T07:14:41.000000Z,"""C'était une nuit très dure"": l'Ukraine visée par plus de 800 drones et missiles russes

Dans la nuit du samedi 6 au dimanche 7 septembre, plusieurs régions ukrainiennes, dont Kiev, ont été touchées par des bombardements russes. Le toit et les étages supérieurs du bâtiment gouvernemental a été...",,,0,0,2,0,0,,,https://www.bfmtv.com/international/asie/russie/video-c-etait-une-nuit-tres-dure-l-ukraine-visee-par-plus-de-800-drones-et-missiles-russes_VN-202509070121.html,2.0,2,323,14,15,121,69,473,1
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lw4dlkceik2w,bafyreihjhepar3zp22we3yh5kpm5n3kmimk4lfsoz6hmoslqus6giz6vum,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-11T08:05:29.806Z,2025-08-11T07:40:07.000000Z,"Yesilgöz biedt Douwe Bob excuses aan na beschuldiging van Jodenhaat, vrede getekend


VVD-leider Dilan Yesilgöz heeft excuses gemaakt aan zanger Douwe Bob. Aanleiding is een tweet die ze eind juni plaatste, waarin ze hem beschuldigde van Jodenhaat. De boodschap op X is inmiddels...",,,0,0,1,0,0,"Yesilgöz biedt Douwe Bob excuses aan na beschuldiging van Jodenhaat, vrede getekend",De bewuste tweet is inmiddels verwijderd.,https://www.metronieuws.nl/in-het-nieuws/binnenland/2025/08/yesilgoz-biedt-douwe-bob-excuses-aan-br/,1.0,0,42,66,1,20,80,129,2
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lw4ehr45ho2v,bafyreic6djdtosemjvzhoxgbi6wefcisndciv2m5yn3eujn4qn55hisg4q,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-11T08:21:16.005Z,2025-08-11T08:05:05.000000Z,"Maisfalafel van popcorn met een frisse zoete salade en fetayoghurtdip

Vandaag verrast Hugo ons met twee bijzondere bijgerechten. Hij maakt een frisse salade van komkommer en nectarine, die heerlijk zoet en knapperig is. Ook tovert hij popcorn om tot lekkere falafelballetjes, die hij serveert...",,,0,1,0,0,0,Maisfalafel van popcorn met een frisse zoete salade en fetayoghurtdip,"Vandaag verrast Hugo ons met twee bijzondere bijgerechten. Hij maakt een frisse salade van komkommer en nectarine, die heerlijk zoet en knapperig is. Ook tovert hij popcorn om tot lekkere falafelballe...",https://www.rtl.nl/wonen/koken-en-eten/artikel/5406359/recept-maisfalafel-van-popcorn-met-een-frisse-zoete-salade-en,1.0,1,64,11,6,25,71,106,3
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lvrcmppevk2n,bafyreienz3jsztaxqjmirmjflpqnihosqwzvn62h72bewzhlxk6ekto5ye,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-06T22:48:57.105Z,2025-08-07T00:00:00.000000Z,"Wanneer wordt Bontenbal echt getest?

Hubert Smeets
",,,0,0,1,0,0,Column | Wanneer wordt Bontenbal  echt getest?,Column: Hubert Smeets,https://www.nrc.nl/nieuws/2025/08/07/wanneer-wordt-bontenbal-echt-getest-a4902329,1.0,3,54,12,8,11,64,85,4
at://did:plc:kzmukwaf72iwepygposicgt3/app.bsky.feed.post/3ly4fdpcjza2j,bafyreihmwngn42ghvvok222xskxuopalppfr3xbn7otsdtxzhyri2ea2vm,news-flows-fr.bsky.social,did:plc:kzmukwaf72iwepygposicgt3,2025-09-05T19:27:16.504Z,2025-09-05T19:11:35.000000Z,"Autoroutes à ""flux libres"" Paris-Normandie : 240.000 conducteurs n'ont pas payé leur péage dans les temps

Depuis décembre 2024, les barrières de péage ont disparu sur l'A13 et l'A14, remplacées par des portiques détectant les plaques d'immatriculation.
Les usagers doivent régler le montant du...",,,0,1,1,0,0,,,https://www.tf1info.fr/transports/autoroutes-a-flux-libres-paris-normandie-240-000-conducteurs-n-ont-pas-paye-leur-peage-dans-les-temps-2392945.html,2.0,2,323,14,15,121,69,473,1
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lw4djti74l2o,bafyreibkcznew4cemgbivrggikvs4euxyv2b5qvy2yolcnowcuzhlay2kq,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-11T08:04:32.010Z,2025-08-11T07:38:00.000000Z,"Yesilgöz biedt Douwe Bob toch haar excuses aan: beschuldiging van Jodenhaat was ‘niet juist’


",,,0,0,1,0,0,Yesilgöz biedt Douwe Bob toch excuses aan,Na lang aarzelen en onder dreiging van een rechtszaak biedt Yesilgöz toch haar excuses aan aan Douwe Bob. Zij had hem ‘niet moeten beschuldigen van Jodenhaat’.,https://www.volkskrant.nl/politiek/yesilgoz-biedt-douwe-bob-toch-excuses-aan~b1b040222/,1.0,0,42,66,1,20,80,129,2
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lw4dkdjqau22,bafyreif7uod4q2ysygf446tlyovyv4x66bherin4jm2zad6xgu7j5w735u,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-11T08:04:49.006Z,2025-08-11T08:03:04.000000Z,"Malou Petter stopt per direct bij Nieuws van de dag op SBS 6

Malou Petter (35) stopt per direct met de presentatie van Nieuws van de Dag. Ze heeft toch moeite met de inhoudelijk koers van het televisieprogramma op SBS 6.  „We zijn samen aan dit avontuur begonnen, maar ik kan me niet vinden in...",,,0,0,0,0,1,Malou Petter stopt per direct bij Nieuws van de dag op SBS 6,Malou Petter (35) stopt per direct met de presentatie van Nieuws van de Dag. Ze heeft toch moeite met de inhoudelijk koers van het televisieprogramma op SBS 6. „We zijn samen aan dit avontuur begonnen...,https://www.ad.nl/show/malou-petter-stopt-per-direct-bij-nieuws-van-de-dag-op-sbs-6~ae4e4f88/,1.0,1,64,11,6,25,71,106,3
at://did:plc:vzmnljt7otfbbgrmachtefxh/app.bsky.feed.post/3lwc76t5esg2m,bafyreib64rbquyndunveyo22vdgrb5kb35352a2syszb5bmkwdqhhlk2rm,news-flows-ir.bsky.social,did:plc:vzmnljt7otfbbgrmachtefxh,2025-08-13T16:02:45.409Z,2025-08-13T15:11:41.000000Z,"London chess prodigy, 10, becomes youngest female international master

Bodhana Sivanandan, from Harrow, also became the youngest female player to beat a grandmaster.
",,,0,1,0,0,0,,,https://www.bbc.com/news/articles/crlz56n9798o?at_medium=RSS&amp;at_campaign=rss,1.0,3,54,12,8,11,64,85,4
at://did:plc:kzmukwaf72iwepygposicgt3/app.bsky.feed.post/3ly4hbllygj2p,bafyreihzybqyl26ormwigdqaem4zmsteckgixu5f4qxkpg6womvcewibny,news-flows-fr.bsky.social,did:plc:kzmukwaf72iwepygposicgt3,2025-09-05T20:01:53.005Z,2025-09-05T18:47:58.000000Z,"Assurance maladie : comment ce nouvel outil IA est désormais utilisé pour cibler les fraudes sociales

À Paris, la caisse primaire d'assurance maladie s'est armée d'un nouvel outil d'intelligence artificielle pour lutter efficacement contre la fraude sociale. Capable de détecter les documents...",,,0,1,1,0,0,,,https://www.cnews.fr/france/2025-09-05/assurance-maladie-comment-ce-nouvel-outil-ia-est-desormais-utilise-pour-cibler,2.0,2,323,14,15,121,69,473,1
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lw4c6nsvhc22,bafyreidtia75uvti6j2z7babgvd4xv6uxjdiqishfrspgdbgrm3hm6mqui,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-11T07:40:23.006Z,2025-08-11T07:27:19.000000Z,"Laatste bericht gedode journalist Al Jazeera: vergeet Gaza niet

Anas al-Sharif, de journalist van Al Jazeera die zondag in de Gazastrook werd gedood door Israël, had een bericht klaarstaan voor zijn dood. Op zijn X-account staat zijn ""laatste boodschap"", die hij schreef op 6 april 2025. Hij...",,,0,0,0,1,0,Laatste bericht gedode journalist Al Jazeera: vergeet Gaza niet,"Anas al-Sharif, de journalist van Al Jazeera die zondag in de Gazastrook werd gedood door Israël, had een bericht klaarstaan voor zijn dood. Op zijn X-account staat zijn",https://www.rtl.nl/boulevard/artikel/5522704/laatste-bericht-gedode-journalist-al-jazeera-vergeet-gaza-niet,1.0,0,42,66,1,20,80,129,2
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lw4ehhxdxm22,bafyreiglpher2llnkjkjvx2pirmw22oadz5mglafazpvfd5vlrfju2sbj4,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-11T08:21:06.309Z,2025-08-11T08:00:25.000000Z,"Petra klaagt steen en been over Lieske in B&amp;B Vol Liefde: 'Respectloos'

Logé Petra heeft voor concurrent Lieske en B&amp;B-eigenaresse Petra een spirituele middag georganiseerd. De twee moeten met stenen en letters aan de slag, maar echt serieus nemen ze het niet. Petra laat duidelijk...",,,0,1,0,0,0,Petra klaagt steen en been over Lieske in B&B Vol Liefde: 'Respectloos',"Logé Petra heeft voor concurrent Lieske en B&B-eigenaresse Petra een spirituele middag georganiseerd. De twee moeten met stenen en letters aan de slag, maar echt serieus nemen ze het niet. Petra laat ...",https://www.rtl.nl/boulevard/video/video/2a9e9cd9-c870-44fa-a693-6d7324940225/petra-klaagt-steen-en-been-over-lieske,1.0,1,64,11,6,25,71,106,3
at://did:plc:vzmnljt7otfbbgrmachtefxh/app.bsky.feed.post/3lw7wottnpq25,bafyreiakgmypzst43eivyma7724dsku33ethadekurcfdgrpiwrx7t3aze,news-flows-ir.bsky.social,did:plc:vzmnljt7otfbbgrmachtefxh,2025-08-12T18:25:20.604Z,2025-08-12T18:09:30.000000Z,"Indian man to leave Ireland after being attacked by a group in Dublin over the weekend

He said his friends from the Indian community are ‘scared to go outside’ after an increase in attacks.
",,,0,0,0,0,1,Indian man to leave Ireland after being attacked by a group in Dublin over the weekend,He said his friends from the Indian community are ‘scared to go outside’ after an increase in attacks.,https://www.thejournal.ie/indian-man-to-leave-ireland-after-being-attacked-by-group-in-dublin-6788788-Aug2025/,1.0,3,54,12,8,11,64,85,4
at://did:plc:kzmukwaf72iwepygposicgt3/app.bsky.feed.post/3ly4cc4whjv26,bafyreifrt76frnmvluwtduoeowihypjukxo57b7lxqazsofcgmbvaoheuu,news-flows-fr.bsky.social,did:plc:kzmukwaf72iwepygposicgt3,2025-09-05T18:32:42.907Z,2025-09-05T18:17:53.000000Z,"""Être offensifs"": Donald Trump renomme le ministère de la Défense en ""ministère de la Guerre""

Donald Trump entend ainsi restaurer une appellation qui a existé de 1789 à 1949. Pour la Maison Blanche, il s'agit de faire régner ""la paix par la force"" et de veiller à ce que ""le monde respecte à...",,,0,2,0,0,0,"""Être offensifs"": Donald Trump renomme le ministère de la Défense en ""ministère de la Guerre""","VIDÉO - Donald Trump entend ainsi restaurer une appellation qui a existé de 1789 à 1949. Pour la Maison Blanche, il s'agit de faire régner ""la paix par la force"" et de veiller à ce que ""le monde respe...",https://www.bfmtv.com/international/amerique-nord/etats-unis/video-etre-offensifs-donald-trump-renomme-le-ministere-de-la-defense-en-ministere-de-la-guerre_VN-202509050848.html,2.0,2,323,14,15,121,69,473,1
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lw3xg7eemu2v,bafyreifkzylnnk2gzikzphbmkmobxwz6aqlzzkxt5yyyt2z2udmu6fben4,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-11T04:27:45.008Z,2025-08-11T04:12:00.000000Z,"Israël doodt bekende Al Jazeera-journalist (28) in Gaza: ‘Als je dit leest, hebben ze mij vermoord’

Israël heeft zondag Al Jazeera-correspondent Anas al-Sharif gedood in Gaza-Stad. De directeur van het Al Shifa-ziekenhuis heeft aan Al Jazeera bevestigd dat de 28-jarige Al-Sharif overleed na...",,,0,0,0,1,0,"Israël doodt bekende Al Jazeera-journalist (28) in Gaza: ‘Als je dit leest, hebben ze mij vermoord’",Israël heeft zondag Al Jazeera-correspondent Anas al-Sharif gedood in Gaza-Stad. De directeur van het Al Shifa-ziekenhuis heeft aan Al Jazeera bevestigd dat de 28-jarige Al-Sharif overleed na een aanv...,https://www.ad.nl/buitenland/israel-doodt-bekende-al-jazeera-journalist-28-in-gaza-als-je-dit-leest-hebben-ze-mij-vermoord~a42ff308/,1.0,0,42,66,1,20,80,129,2
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lw4ehfnh4j2n,bafyreih46ec6fpkdojwyi3w4lnpzk4jw4oz4acm3yocgt44vumfdbpi6ba,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-11T08:21:04.307Z,2025-08-11T08:00:05.000000Z,"Diederik Jekel viert vijf jaar liefde: 'Mooiste, meest bijzondere vrouw die ik ken'

Diederik Jekel (39) en zijn kersverse vrouw Eline hebben iets te vieren: het is precies vijf jaar geleden dat de twee hun eerste date hadden. Op Instagram deelt de wetenschapsjournalist een liefdevolle...",,,0,1,0,0,0,"Diederik Jekel viert vijf jaar liefde: 'Mooiste, meest bijzondere vrouw die ik ken'",Diederik Jekel (39) en zijn kersverse vrouw Eline hebben iets te vieren: het is precies vijf jaar geleden dat de twee hun eerste date hadden. Op Instagram deelt de wetenschapsjournalist een liefdevoll...,https://www.rtl.nl/boulevard/entertainment/artikel/5522699/diederik-jekel-viert-vijf-jaar-liefde,1.0,1,64,11,6,25,71,106,3
at://did:plc:vzmnljt7otfbbgrmachtefxh/app.bsky.feed.post/3lw76ofqbgk2e,bafyreieklkqilmh5jw2solpekyfxftnsw7kshaz63pan5xxcmzbkomrw54,news-flows-ir.bsky.social,did:plc:vzmnljt7otfbbgrmachtefxh,2025-08-12T11:15:35.605Z,2025-08-12T10:00:05.000000Z,"The Breakdown | Jac Morgan’s pivotal Lions moment reignites jackling debate in rugby

Some people consider it sacrosanct but has World Rugby extended too much latitude to the jackler or ‘stealer’?Another Lions tour added to the annals, and everyone is more or less happy. The British &amp; Irish...",,,0,1,0,0,0,The Breakdown | Jac Morgan’s pivotal Lions moment reignites jackling debate in rugby,Some people consider it sacrosanct but has World Rugby extended too much latitude to the jackler or ‘stealer’?,https://www.theguardian.com/sport/2025/aug/12/british-irish-lions-australia-jac-morgan-jackling-world-rugby-carlo-tizzano,1.0,3,54,12,8,11,64,85,4
at://did:plc:kzmukwaf72iwepygposicgt3/app.bsky.feed.post/3ly4cbodxp42j,bafyreifqolaw2ffo4mkbxxq6dp4l2c4ecjfqj5jmtzh2pbb2ap5yad76pu,news-flows-fr.bsky.social,did:plc:kzmukwaf72iwepygposicgt3,2025-09-05T18:32:28.311Z,2025-09-05T18:12:10.000000Z,"Sarthe: un maire s'assoit à l'entrée d'un terrain communal, pour empêcher les gens du voyage de s'y installer

Alors que des gens du voyage voulaient s'installer sur un terrain communal à Teloché dans la Sarthe, le maire leur a barré la route en s'asseyant devant l'entrée. Après 1h30 sur place,...",,,0,1,1,0,0,"Sarthe: un maire s'assoit à l'entrée d'un terrain communal, pour empêcher les gens du voyage de s'y installer","Alors que des gens du voyage voulaient s'installer sur un terrain communal à Teloché dans la Sarthe, le maire leur a barré la route en s'asseyant devant l'entrée. Après 1h30 sur place, ils ont rebrous...",https://www.bfmtv.com/societe/sarthe-un-maire-s-assoit-a-l-entree-d-un-terrain-communal-pour-empecher-les-gens-du-voyage-de-s-y-installer_AN-202509050843.html,2.0,2,323,14,15,121,69,473,1
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lw3vzfgdyu2q,bafyreidlzrpqoslvugxrkjd2ndnr7c3chaqqvghgk5ohs4myqualdingb4,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-11T04:02:42.312Z,2025-08-11T03:39:45.000000Z,"Na Frankrijk, VK en Canada wil ook Australië de Palestijnse staat erkennen

Australië gaat in september tijdens de Algemene Vergadering van de Verenigde Naties de staat Palestina erkennen, zegt premier Anthony Albanese maandag. In juli zeiden Frankrijk, het Verenigd Koninkrijk en Canada...",,,0,0,0,1,0,Australië gaat net als Frankrijk en Canada de Palestijnse staat erkennen,"Australië gaat in september tijdens de Algemene Vergadering van de Verenigde Naties de staat Palestina erkennen, zegt premier Anthony Albanese maandag. In juli zeiden Frankrijk, het Verenigd Koninkrij...",https://www.nu.nl/midden-oostenconflict/6365252/australie-gaat-net-als-frankrijk-en-canada-de-palestijnse-staat-erkennen.html,1.0,0,42,66,1,20,80,129,2
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lw4cn2sskn2n,bafyreiam2a4doehzlixxqfkoljkdb545k3ldeojtf2brk5iopprifziwoi,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-11T07:48:26.407Z,2025-08-11T07:36:43.000000Z,"Zwemmer die overleed door mui in Noordzee is 27-jarige vrouw van Texel

De persoon die zondagavond om het leven kwam in het water bij De Koog op Texel is een 27-jarige vrouwelijke bewoner van het Waddeneiland. Dat bevestigt de politie aan NU.nl na berichtgeving van NH Nieuws.
",,,0,0,1,0,0,Zwemmer die overleed door mui in Noordzee was 27-jarige vrouw van Texel,De persoon die zondagavond om het leven kwam in het water bij De Koog op Texel was een 27-jarige vrouwelijke bewoner van het Waddeneiland. Dat bevestigt de politie aan NU.nl na berichtgeving van NH Ni...,https://www.nu.nl/binnenland/6365278/zwemmer-die-overleed-door-mui-in-noordzee-was-27-jarige-vrouw-van-texel.html,1.0,1,64,11,6,25,71,106,3
at://did:plc:vzmnljt7otfbbgrmachtefxh/app.bsky.feed.post/3lw6z4xiz5b2r,bafyreigdd6tri644fvnzcla72s5acgz36uxnehogenjlehvzjeblt3r3qu,news-flows-ir.bsky.social,did:plc:vzmnljt7otfbbgrmachtefxh,2025-08-12T09:36:22.505Z,2025-08-12T08:49:28.000000Z,"Women's Rugby World Cup to adopt flashing mouthguards to signal head impact

The mouthguards measure how much a player’s head moves and rotates in a collision.
",,,0,1,0,0,0,Women's Rugby World Cup to adopt flashing mouthguards to signal head impact,The mouthguards measure how much a player’s head moves and rotates in a collision.,https://www.thejournal.ie/flashing-mouthguards-womens-rugby-world-cup-2-6788269-Aug2025/,1.0,3,54,12,8,11,64,85,4
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lwc3zcxzro2q,bafyreifrufkhcygw4hv3po5yy4ev243okns7adz3a2q4brdufzdghrv3te,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-13T15:06:00.510Z,2025-08-13T14:51:15.000000Z,"Onderzoek: weinig PvdA-kiezers stappen over naar PVV, maar ouders van PVV-kiezers komen wel vaak uit ‘rood nest’

Van het verhaal dat de PvdA een deel van haar achterban aan de PVV verloren heeft, klopt weinig, laat onderzoek van Ipsos I&amp;O zien. Linkse partijen leunen veel sterker op het...",,,0,1,0,0,0,"Onderzoek: weinig PvdA-kiezers stappen over naar PVV, maar ouders van PVV-kiezers komen wel vaak uit ‘rood nest’","Kiezersstromen: Van het verhaal dat de PvdA een deel van haar achterban aan de PVV verloren heeft, klopt weinig, laat onderzoek van Ipsos I&O zien. Linkse partijen leunen veel sterker op het oude elec...",https://www.nrc.nl/nieuws/2025/08/13/onderzoek-weinig-pvda-kiezers-stappen-over-naar-pvv-maar-ouders-van-pvv-kiezers-komen-wel-vaak-uit-rood-nest-a4902906,1.0,2,323,14,15,121,69,473,1
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lw3dh55xsk2v,bafyreih6f72vamxtw3gvn46vxiepjnkk4gllcc6fueblhwej3xbisq2kqu,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-10T22:30:21.608Z,2025-08-10T22:23:47.000000Z,"Israël doodt prominente Al Jazeera-journalist Anas al-Sharif

Het Israëlische leger meldt Al Jazeera-journalist Anas al-Sharif te hebben gedood. Zijn omroep bevestigt zijn dood en die van vijf anderen, onder wie drie medewerkers van de nieuwszender. Ze vonden de dood toen een perstent voor een...",,,0,0,0,1,0,Israël doodt prominente Al Jazeera-journalist Anas al-Sharif,"Zijn omroep bevestigt zijn dood en die van vijf anderen, onder wie drie medewerkers van de nieuwszender.",https://nos.nl/artikel/2578244,1.0,0,42,66,1,20,80,129,2
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lw3c5hdqlu2q,bafyreiagvfxbuolbtop6lor4jnyu3xnyo5bnj3uyzbrdqvrhi3xlg7dzpi,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-10T22:07:03.003Z,2025-08-10T21:51:31.000000Z,"Donny Roelvink helpt volgers met het plannen van hun weekstart

Donny Roelvink heeft zijn volgers op zondagavond een helpende hand aangereikt. De 27-jarige maakt iedere week een planning voor wat hij op maandag hoopt te doen en te bereiken, en wil volgers hier ook mee gaan helpen. ""Want als...",,,0,1,0,0,0,Donny Roelvink helpt volgers met het plannen van hun weekstart,"Donny Roelvink heeft zijn volgers op zondagavond een helpende hand aangereikt. De 27-jarige maakt iedere week een planning voor wat hij op maandag hoopt te doen en te bereiken, en wil volgers hier ook...",https://www.rtl.nl/boulevard/artikel/5522673/donny-roelvink-helpt-volgers-met-het-plannen-van-hun-weekstart,1.0,1,64,11,6,25,71,106,3
at://did:plc:vzmnljt7otfbbgrmachtefxh/app.bsky.feed.post/3lw5dy7ycvl2e,bafyreib3futvd5wwk657mjwvs24c2vf4ebjmvr7ho5wwfji65x4m5fwwke,news-flows-ir.bsky.social,did:plc:vzmnljt7otfbbgrmachtefxh,2025-08-11T17:45:14.504Z,2025-08-11T15:01:00.000000Z,"Council postpones India Day in Ireland after 'spate of violent attacks' on its community

Attacks against members of the Indian community in Ireland have been highlighted in recent weeks
",,,0,0,1,0,0,Council postpones India Day in Ireland after 'spate of violent attacks' on its community,Attacks against members of the Indian community in Ireland have been highlighted in recent weeks,https://www.irishexaminer.com/news/arid-41685666.html,1.0,3,54,12,8,11,64,85,4
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lwb7fje6zy2m,bafyreighd7y6yev6j4emtikbakvyxz27sqniad3rjdk2wmeehwvu7q4oxi,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-13T06:33:50.807Z,2025-08-13T06:23:28.000000Z,"Producent van krieltjes, aardappelpartjes en kruimige piepers CêlaVíta is failliet

Aardappelproducent CêlaVíta is failliet. Het bedrijf verkeerde al langer in financiële moeilijkheden. Gistermiddag is het personeel op de hoogte gebracht. Er werken ruim 200 mensen.
",,,0,0,1,0,0,"Producent van krieltjes, aardappelpartjes en kruimige piepers CêlaVíta is failliet",Aardappelproducent CêlaVíta is failliet. Het bedrijf verkeerde al langer in financiële moeilijkheden. Gistermiddag is het personeel op de hoogte gebracht. Er werken ruim 200 mensen.,https://www.rtl.nl/nieuws/economie/artikel/5523025/aardappelproducent-cela-vita-van-de-aardappelpartjes-failliet,1.0,2,323,14,15,121,69,473,1
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lw3dgzxd342w,bafyreicnal7vulokiwvrgxhbog6mj25muolkvr35x56hzjqnrsi23ffxaq,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-10T22:30:18.103Z,2025-08-10T22:20:16.000000Z,"Journalisten in Gaza gedood, onder wie Anas Al-Sharif

Israël heeft meerdere Al Jazeera-journalisten gedood in Gaza-Stad. De directeur van het Al Shifa-ziekenhuis heeft aan Al Jazeera bevestigd dat onder meer de 28-jarige Anas Al-Sharif is overleden na een aanval op een tent met journalisten...",,,0,0,0,1,0,"Journalisten in Gaza gedood, onder wie Anas Al-Sharif",Israël heeft meerdere Al Jazeera-journalisten gedood in Gaza-Stad. De directeur van het Al Shifa-ziekenhuis heeft aan Al Jazeera bevestigd dat onder meer de 28-jarige Anas Al-Sharif is overleden na ee...,https://www.rtl.nl/nieuws/buitenland/artikel/5522674/journalisten-gaza-gedood-onder-wie-anas-al-sharif,1.0,0,42,66,1,20,80,129,2
